㐀	丘
𨶮	𨸌
𨶯	𮤸
𨶰	𰿹
𨶲	𨸋
𨶹	関
𨶻	𬮸
𨶿	𬮹
𨷈	𬮙
𨷲	𨸎
𨷻	𫔱
𨷿	䦳
𨸀	𨳕
𨸁	𨳑
𨸂	閍
𨸃	閐
𨸄	䦘
𨸅	𨴗
𨸆	𨵩
𨸇	𨵸
𨸉	𨶀
𨸊	𨶏
𨸋	𨶲
𨸌	𨶮
𨸎	𨷲
𨸘	𨽏
𨸚	級
𨸟	䧢
𨸬	陣
𨻲	罅
𨻹	𨽈
𨼳	𫔽
𨽈	𨻹
𨽏	𨸘
𩀨	𫕚
𩅙	𫕨
𩅦	𱁞
𩅾	𫡶
𩇉	𮦚
𩇝	濪
𩉍	𬰣
𩉙	𬰡
𩋌	𱁱
𩋘	鞋
𩋧	鞋
𩋰	𬰤
𩍜	𱁳
𩎒	𬰱
𩎕	𱂃
𩎖	𫖑
𩎟	𱂄
𩎠	𬰴
𩎢	𩏾
𩏂	𫖓
𩏌	𬰵
𩏠	𫖖
𩏪	𩏽
𩏴	𬰸
𩏷	𫃗
𩏼	䪏
𩏽	𩏪
𩏾	𩎢
𩏿	䪘
𩐀	䪗
𩐌	𱂍
𩑃	𬰺
𩑒	𱂠
𩑔	𫖪
𩑡	𱂡
𩑣	𬱔
𩑦	𬱕
𩑵	𩑷
𩑷	𩑵
𩒎	𫖭
𩒜	𬱡
𩒝	𬱝
𩒲	𬱤
𩒺	𱂩
𩒼	𬱥
𩓣	𩖕
𩓥	𫖵
𩓸	𬱧
𩓹	𬱨
𩔇	𱂳
𩔈	𬱭
𩔊	𬱛
𩔑	𫖷
𩔗	類
𩔣	𱂷
𩔳	𫖴
𩕊	𬱱
𩕰	𬱲
𩖁	𬺂
𩖕	𩓣
𩖖	顃
𩖗	䫴
𩖰	𫠇
𩖿	𬱺
𩗀	𩙦
𩗓	𫗈
𩗛	𱃛
𩗡	𩙧
𩗴	𫗉
𩘀	𩙩
𩘚	𬰲
𩘝	𩙭
𩘹	𩙨
𩘺	𩙬
𩘻	𬲆
𩙈	𩙰
𩙥	颰
𩙦	𩗀
𩙧	𩗡 䬞
𩙨	𩘹
𩙩	𩘀
𩙪	颷
𩙫	颾
𩙬	𩘺
𩙭	𩘝
𩙮	䬘
𩙯	䬝
𩙰	𩙈
𩚅	𬲥
𩚚	𬲩
𩚛	𩟿
𩚥	𩠀
𩚩	𫗡
𩚵	𩠁
𩛆	𩠂
𩛌	𫗤
𩛎	𬲴
𩛞	𬲺
𩛡	𫗨
𩛩	𩠃
𩛲	𬲹
𩜇	𩠉
𩜠	𬲿
𩜦	𩠆
𩜯	𱄂
𩜰	𬳃
𩜵	𩠊
𩜶	𱄁
𩝑	𬳇
𩝔	𩠋
𩝠	𬳌
𩝡	𬳈
𩝣	𬳉
𩝧	𱄅
𩝽	𫗳
𩞃	𬲰
𩞄	𩠎
𩞆	𬲪
𩞉	𬳐
𩞡	𬲬
𩞦	𩠏
𩞧	𱄇
𩞬	𬳒
𩞯	䭪
𩟀	𬳓
𩟂	𬲸
𩟐	𩠅
𩟗	𫗚
𩟠	𬳔
𩟿	𩚛
𩠀	𩚥
𩠁	𩚵
𩠂	𩛆
𩠃	𩛩
𩠅	𩟐
𩠆	𩜦
𩠇	䭀
𩠈	䭃
𩠉	𩜇
𩠊	𩜵
𩠋	𩝔
𩠌	餸
𩠎	𩞄
𩠏	𩞦
𩠑	頂
𩠠	𩠴
𩠴	𩠠
𩡖	𩡣
𩡚	𩡤
𩡣	𩡖
𩡤	𩡚
𩡺	𩧦
𩢍	𬳷
𩢡	𩧬
𩢰	𱅎
𩢲	駛 𬳺
𩢴	𩧵
𩢸	𩧳
𩢼	𬳻
𩢾	𩧮
𩣊	𱅍
𩣋	𬳼
𩣏	𩧶
𩣑	䯃
𩣔	𬳹
𩣡	𱅓
𩣫	𩧸
𩣵	𩧻
𩣺	𩧼
𩤊	𩧩
𩤙	𩨆
𩤲	𩨉
𩤵	𬴄
𩤸	𩨅
𩥃	𱅥
𩥄	𩨋
𩥅	𱅣
𩥇	𩨍
𩥉	𩧱
𩥎	𱅨
𩥑	𩨌
𩥲	𬴇
𩥼	𬴈
𩦃	𱅘
𩦚	𬴉
𩦠	𫠌
𩦢	虞
𩦺	𬴌
𩧆	𩨐
𩧉	𱄾
𩧐	𬴎
𩧢	𱅒
𩧦	𩡺
𩧨	駎
𩧩	𩤊
𩧪	䮾
𩧫	駚
𩧬	𩢡
𩧭	䭿
𩧮	𩢾
𩧯	驋
𩧰	䮝
𩧱	𩥉
𩧲	駧
𩧳	𩢸
𩧴	駩
𩧵	𩢴
𩧶	𩣏
𩧸	𩣫
𩧺	駶
𩧻	𩣵
𩧼	𩣺
𩧿	䮠
𩨀	騔
𩨁	䮞
𩨃	騝
𩨄	騪
𩨅	𩤸
𩨆	𩤙
𩨇	䮫
𩨈	騟
𩨉	𩤲
𩨊	騚
𩨋	𩥄
𩨌	𩥑
𩨍	𩥇
𩨎	龭
𩨏	䮳
𩨐	𩧆
𩨘	胳 肐
𩩈	䯤
𩬣	𩭙
𩬤	𩰀
𩬾	𩭯
𩭙	𩬣
𩭯	𩬾
𩭹	鬖
𩯁	𫙂
𩯃	𱆄
𩯆	𬴨
𩯒	𩯳
𩯭	鬓
𩯳	𩯒
𩰀	𩬤
𩰰	𩰹
𩰹	𩰰
𩱈	𱆍
𩲒	𩳤
𩳤	𩲒
𩴆	𱆖
𩴌	𩴵
𩴵	𩴌
𩵚	𬶂
𩵦	𫠏
𩵩	𩽺
𩵱	𬶉
𩵹	𩽻
𩵺	𬶈
𩶀	𬶅
𩶁	𫚎
𩶘	䲞
𩶯	𱇫
𩶰	𩽿
𩶱	𩽽
𩷒	𬶒
𩷰	𩾄
𩷶	𱇮
𩸃	𩾅
𩸄	𫚝
𩸆	𬶖
𩸡	𫚟
𩸣	𬶙
𩸤	𬶚
𩸦	𩾆
𩸩	𬶝
𩸬	𬶜
𩹂	𱈃
𩹊	𬶦
𩹝	𬶡
𩹽	𬶩
𩹾	𱇴
𩺝	𬶪
𩺞	𱈎
𩻗	𫚨
𩻛	𱈔
𩻧	𬶯
𩻬	𫚩
𩻮	𫚘
𩻰	𬶰
𩻱	𬶱
𩼔	𬶶
𩼶	𫚬
𩽅	𬶸
𩽇	𩾎
𩽈	𬶳
𩽔	𬶹
𩽷	𬶻
𩽹	魥
𩽺	𩵩
𩽻	𩵹
𩽼	鯶
𩽽	𩶱
𩽾	鮟
𩽿	𩶰
𩾁	鯄
𩾂	䲖
𩾃	鮸
𩾄	𩷰
𩾅	𩸃
𩾆	𩸦
𩾇	鯱
𩾈	䱙
𩾊	䱬
𩾋	䱰
𩾌	鱇
𩾎	𩽇
𩾐	𬷻
𩾒	𬷽
𩾝	𱉋
𩿅	𫠖
𩿊	𱉒
𩿣	𩿲
𩿤	𫛠
𩿧	𱉜
𩿪	𪉄
𩿱	𬸃
𩿲	𩿣
𩿺	𬸁
𪀉	𬸂
𪀖	𫛧
𪀗	𱉭
𪀚	𱉣
𪀛	𬸉
𪀦	𪉅
𪀻	𬸋
𪀾	𪉋
𪁈	𪉉
𪁏	𮭦
𪁐	𬸎
𪁑	𬸑
𪁖	𪉌
𪁛	𱉷
𪁜	𬸏
𪁱	𬸐
𪁿	𬸔
𪂆	𪉎
𪂈	𬸖
𪂩	𬸗
𪂫	𬸓
𪃃	𱊔
𪃍	𪉐
𪃏	𪉏
𪃒	𫛻
𪃦	𬸙
𪃧	𫛹
𪃮	𬸟
𪃿	𬸠
𪄅	𬸌
𪄆	𪉔
𪄕	𪉒
𪄠	𱊞
𪄲	𱊥
𪅂	𫜂
𪅃	𬸤
𪅖	𬸥
𪅜	𬷿
𪅾	𬸨
𪆃	𬸫
𪆫	𱊨
𪆰	𬸭
𪆴	𬸮
𪆷	𫛾
𪇄	𬸬
𪇖	𬸡
𪇘	𬸍
𪇰	𱊲
𪇳	𪉕
𪈏	𱊴
𪈔	𱊉
𪈗	𬸄
𪈼	𱊜
𪉂	䲰
𪉃	鳼
𪉄	𩿪
𪉅	𪀦
𪉆	鴲
𪉈	鴜
𪉉	𪁈
𪉊	鷨
𪉋	𪀾
𪉌	𪁖
𪉍	鵚
𪉎	𪂆
𪉏	𪃏
𪉐	𪃍
𪉑	鷔
𪉒	𪄕
𪉔	𪄆
𪉕	𪇳
𪉖	𱊺
𪉜	𬸵
𪉣	𱊻
𪉨	𬸶
𪉮	𬸷
𪉱	𬸸
𪉸	𫜊
𪉿	𬸹
𪊉	𱊽
𪋈	𱋂
𪋼	𱋅
𪋽	𱋄
𪋿	𫧮
𪌐	𱋉
𪌒	𮮅
𪌗	𱋌
𪌘	𱋍
𪌜	𪽂
𪌣	𱋓
𪌨	𰎴
𪌬	𱋕
𪌭	𫜓
𪌮	𱋘
𪌯	𬹈
𪌰	𬹇
𪌽	𬹋
𪌾	𱋚
𪌿	𬹌
𪍀	𬹊
𪍇	𱋜
𪍍	𱋠
𪍑	𱋢
𪍒	𱋟
𪍓	𱋥
𪍘	𱋤
𪍚	𱋣
𪍞	𱋦
𪍠	𫜕
𪍣	𱋡
𪍤	𬹍
𪍬	𱋨
𪍴	𱋬
𪍶	𬹎
𪍷	𱋑
𪍿	𱋈
𪎂	𱋭
𪎈	䴬
𪎉	麲
𪎊	麨
𪎋	䴴
𪎌	麳
𪑅	䵳
𪑚	𬹗
𪑳	𬹕
𪒬	𬹖
𪒿	𬹘
𪓛	𱌀
𪓬	𱌅
𪓰	𫜟
𪓹	𱌈
𪓽	𬹤
𪔂	鼎
𪔭	𪔵
𪔵	𪔭
𪕣	𬹭
𪖙	齁
𪖨	𱌕
𪗋	𱌙
𪗜	𬹽
𪗝	𬹻
𪗪	𬹿
𪗭	𬺀
𪗳	𬹾
𪗻	𬺁
𪗽	𬺄
𪘀	𪚏
𪘅	𰳆
𪘓	𬺇
𪘞	𬺆
𪘥	𱌸
𪘧	𬺋
𪘨	𱌴
𪘩	𬺊
𪘬	𱌷
𪘯	𪚐
𪘲	𬺌
𪙉	𱌼
𪙍	𬺏
𪙏	𫜯
𪙑	𬺑
𪙕	𬺐
𪙞	𬺅
𪙤	𬺒
𪚅	𬺖
𪚏	𪘀
𪚐	𪘯
𪚔	𬺛
𪚣	𬺝
𪚭	𱍅
𪚮	𱍄
𪚰	𱍆
𪛕	𱍉
𪜎	𠿕
𪜺	𰂠
𪝖	𫢟
𪝵	𰂁
𪞝	凙
𪟎	㔋
𪟖	𠛾
𪟝	勣
𪟲	𫧝
𪠀	𧷎
𪠃	𫨑
𪠏	𥀬
𪠟	㓄
𪠡	𠬙
𪠳	唓
𪠵	㖮
𪠸	嚛
𪠽	噹
𪡀	嘺
𪡃	嘪
𪡋	噞
𪡏	嗹
𪡛	㗿
𪡞	嘳
𪡺	𡃄
𪢈	𢖕
𪢋	𰉀
𪢌	㘓
𪢍	𭉗
𪢐	𡃤
𪢒	𡂡
𪢕	嚽
𪢠	囒
𪢥	𫩸
𪢮	圞
𪣆	埬
𪣒	堚
𪣻	塿
𪤄	𡓁
𪤅	𰋆
𪤚	壣
𪥠	𧹈
𪥫	孇
𪥰	嬣
𪥿	嬻
𪧀	孾
𪧘	寠
𪨇	尵
𪨊	㞞
𪨗	屩 𫏋
𪨧	崙
𪨩	𡸗
𪨶	輋
𪨷	巗
𪨹	𡹬
𪩇	㟺
𪩎	巊
𪩘	巘
𪩛	𡿖
𪩸	幩
𪪑	㢗
𪪝	雝 邕 雍
𪪞	廧
𪪴	𢍰
𪫌	徿
𪫡	𢤩
𪫷	㦞
𪫸	𢜭
𪫺	憸
𪬚	𢣐
𪬯	𢤿
𪭝	𢯷
𪭢	摐
𪭧	擟
𪭯	𢶒
𪭵	掚
𪭾	撊
𪮃	㨻
𪮋	㩋
𪮖	撧
𪮰	𫼽
𪮳	𢺳
𪮶	攋
𪯂	𭡆
𪯋	㪎
𪰶	曊
𪱥	膹
𪱷	梖
𪲎	櫅
𪲔	欐
𪲛	檵
𪲮	櫠
𪳍	欇
𪳷	𬂱
𪴙	欑
𪴥	𬃏
𪴯	歞
𪵇	𰚂
𪵑	毊
𪵢	𰚬
𪵣	霼
𪵱	濿
𪶄	溡
𪶒	𤄷
𪶮	𣽏
𪷈	𭱀
𪷍	㵾
𪷽	灒
𪸕	熂
𪸩	煇
𪹀	𤑹
𪹠	𤓌
𪹳	爥
𪹹	𤒻
𪺣	𤘀
𪺪	𤜆
𪺭	犞
𪺷	獊
𪺸	𤠮
𪺻	㺜
𪺽	猌
𪻐	瑽
𪻨	瓄
𪻲	瑻
𪻺	璝
𪼋	㻶
𪼴	𤬅
𪽂	𪌜
𪽝	𤳷
𪽪	痮
𪽭	𤷃
𪽮	㿖
𪽴	𤺔
𪽷	瘱
𪾔	盨
𪾢	睍
𪾦	矑
𪾸	矉
𪿊	𥏝
𪿞	𥖲
𪿫	礮
𪿵	𥗇
𫀌	𥜰
𫀓	𥜐
𫀨	䅐
𫀬	䅳
𫀮	𥢷
𫁂	䆉
𫁟	竱
𫁡	鴗
𫁲	䉑
𫁳	𥯤
𫁷	䉶
𫁺	𥴼
𫂃	簢
𫂆	簂
𫂈	䉬
𫂖	𥴨
𫂿	𥻦
𫃐	𬖟
𫃑	𰪿
𫃗	𩏷
𫃞	𰫿
𫃥	𮉩
𫃷	𮉭
𫄇	𬘹
𫄙	糺
𫄚	䊺
𫄛	紟
𫄜	䋃
𫄝	𥾯
𫄞	䋔
𫄟	絁
𫄠	絙
𫄡	絧
𫄢	絥
𫄣	繷
𫄤	繨
𫄥	纚
𫄦	𦀖
𫄧	綖
𫄨	絺
𫄩	䋦
𫄪	𦅇
𫄫	綟
𫄬	緤
𫄭	緮
𫄮	䋼
𫄯	𦃩
𫄰	縍
𫄱	繬
𫄲	縸
𫄳	縰
𫄴	繂
𫄵	𦅈
𫄶	繈
𫄷	繶
𫄸	纁
𫄹	纗
𫅅	䍤
𫅗	羵
𫅥	𦒀
𫅭	䎙
𫅼	𦔖
𫆏	聻
𫆝	𦟼
𫆫	𦡝
𫇘	𦧺
𫇠	𮎍
𫇪	𦱌
𫇭	蒍
𫇴	蒭
𫇽	蕽
𫈉	蕳
𫈎	葝
𫈟	蔯
𫈵	蕝
𫈹	𰰿
𫉁	薆
𫉄	藷
𫉍	𮏀
𫊪	䗅
𫊮	蠦
𫊱	蠒
𫊸	蟜
𫊹	𧒯
𫊻	蟳
𫋇	蟂
𫋌	蟘
𫋐	𬠈
𫋧	𧈴
𫋲	䙔
𫋷	襗
𫋹	襓
𫋻	襘
𫌀	襀
𫌇	襵
𫌋	𧞫
𫌙	𬡱
𫌨	覼
𫌩	𰴏
𫌪	覛
𫌫	𧡴
𫌬	𧢄
𫌭	覹
𫌯	䚩
𫍏	𫍘
𫍐	𧭹
𫍘	𫍏
𫍙	訑
𫍚	訞
𫍛	訜
𫍜	詓
𫍞	𧦝
𫍟	𧦧
𫍠	䛄
𫍡	詑
𫍢	譊
𫍣	詷
𫍤	譑
𫍥	誂
𫍦	譨
𫍧	誺
𫍨	誫
𫍩	諣
𫍪	誋
𫍫	䛳
𫍬	誷
𫍭	𧩕
𫍮	誳
𫍯	諴
𫍰	諰
𫍱	諯
𫍲	謏
𫍳	諥
𫍴	謱
𫍵	謸
𫍶	𧩼
𫍷	謉
𫍸	謆
𫍹	謯
𫍺	𧫝
𫍻	譆
𫍼	𧬤
𫍽	譞
𫍾	𧭈
𫍿	譾
𫎆	豵
𫎌	貗
𫎦	贚
𫎧	䝭
𫎨	𧸘
𫎩	賝
𫎪	䞋
𫎫	贉
𫎬	贑
𫎭	䞓
𫎱	䟐
𫎳	䟆
𫎸	𧽯
𫎺	䟃
𫏃	䠆
𫏆	蹳
𫏋	𪨗 蹻
𫏌	𨂐
𫏐	蹔
𫏑	𨇽
𫏕	𨆪
𫏞	𨇰
𫏨	𨇤
𫐄	軏
𫐅	軕
𫐆	轣
𫐇	軜
𫐈	軷
𫐉	軨
𫐊	軬
𫐋	𨎌
𫐌	軿
𫐍	𨌈
𫐎	輢
𫐏	輖
𫐐	輗
𫐑	輨
𫐒	輷
𫐓	輮
𫐔	𨍰
𫐕	轊
𫐖	轇
𫐗	轐
𫐘	轗
𫐙	轠
𫐷	遱
𫑘	鄟
𫑡	鄳
𫑷	醶
𫒞	𬭋
𫒡	𫓷
𫒢	𰾉
𫒷	𰾣
𫓥	釟
𫓦	釨
𫓧	鈇
𫓨	鈛
𫓩	鏦
𫓪	鈆
𫓫	𨥟
𫓬	鉔
𫓭	鉠
𫓮	𨪕
𫓯	銈
𫓰	銊
𫓱	鐈
𫓲	銁
𫓳	𨰋
𫓴	鉾
𫓵	鋠
𫓶	鋗
𫓷	𫒡
𫓸	錽
𫓹	錤
𫓺	鐪
𫓻	錜
𫓼	𨨛
𫓽	錝
𫓾	錥
𫓿	𨨢
𫔀	鍊
𫔁	鐼
𫔂	鍉
𫔃	𨰲
𫔄	鍒
𫔅	鎍
𫔆	䥯
𫔇	鎞
𫔈	鎙
𫔉	𨰃
𫔊	鏥
𫔋	䥗
𫔌	鏾
𫔍	鐇
𫔎	鐍
𫔏	𨬖
𫔐	𨭸
𫔑	𨭖
𫔒	𨮳
𫔓	𨯟
𫔔	鑴
𫔕	𨰥
𫔖	𨲳
𫔘	𰿥
𫔡	𰿯
𫔭	開
𫔯	閗
𫔰	閞
𫔱	𨷻
𫔲	𨴹
𫔴	閵
𫔵	䦯
𫔶	闑
𫔽	𨼳
𫕚	𩀨
𫕥	霣
𫕨	𩅙
𫖃	靧
𫖅	䪊
𫖇	鞾
𫖑	𩎖
𫖒	韠
𫖓	𩏂
𫖔	韛
𫖕	韝
𫖖	𩏠
𫖞	𬱘
𫖪	𩑔
𫖫	䪴
𫖬	䪾
𫖭	𩒎
𫖮	顗
𫖯	頫
𫖰	䫂
𫖱	䫀
𫖲	䫟
𫖳	頵
𫖴	𩔳
𫖵	𩓥
𫖶	顅
𫖷	𩔑
𫖸	願
𫖹	顣
𫖺	䫶
𫗇	䫻
𫗈	𩗓
𫗉	𩗴
𫗊	䬓
𫗋	飋
𫗑	𬲵
𫗕	𬳄
𫗚	𩟗
𫗞	飦
𫗟	䬧
𫗠	餦
𫗡	𩚩
𫗢	飵
𫗣	飶
𫗤	𩛌
𫗥	餫
𫗦	餔
𫗧	餗
𫗨	𩛡
𫗩	饠
𫗪	餧
𫗫	餬
𫗬	餪
𫗭	餵
𫗮	餭
𫗯	餱
𫗰	䭔
𫗱	䭑
𫗲	𬲛
𫗳	𩝽
𫗴	饘
𫗵	饟
𫗻	𬳙
𫘛	馯
𫘜	馼
𫘝	駃
𫘞	駞
𫘟	駊
𫘠	駤
𫘡	駫
𫘣	駻
𫘤	騃
𫘥	騉
𫘦	騊
𫘧	騄
𫘨	騠
𫘩	騜
𫘪	騵
𫘫	騴
𫘬	騱
𫘭	騻
𫘮	䮰
𫘯	驓
𫘰	驙
𫘱	驨
𫘽	鬠
𫙂	𩯁
𫚈	鱮
𫚉	魟
𫚊	鰑
𫚋	鱄
𫚌	魦
𫚍	魵
𫚎	𩶁
𫚏	䱁
𫚐	䱀
𫚑	鮅
𫚒	鮄
𫚓	鮤
𫚔	鮰
𫚕	鰤
𫚖	鮆
𫚗	鮯
𫚘	𩻮
𫚙	鯆
𫚚	鮿
𫚛	鮵
𫚜	䲅
𫚝	𩸄
𫚞	鯬
𫚟	𩸡
𫚠	䱧
𫚡	鯞
𫚢	鰋
𫚣	鯾
𫚤	鰦
𫚥	鰕
𫚦	鰫
𫚧	鰽
𫚨	𩻗
𫚩	𩻬
𫚪	鱊
𫚫	鱢
𫚬	𩼶
𫚭	鱲
𫛚	鳽
𫛛	鳷
𫛜	鴀
𫛝	鴅
𫛞	鴃
𫛟	鸗
𫛠	𩿤
𫛡	鴔
𫛢	鸋
𫛣	鴥
𫛤	鴐
𫛥	鵊
𫛦	鴮
𫛧	𪀖
𫛨	鵧
𫛩	鴳
𫛪	鴽
𫛫	鶰
𫛬	䳜
𫛭	鵟
𫛮	䳤
𫛯	鶭
𫛰	䳢
𫛱	鵫
𫛲	鵰
𫛳	鵩
𫛴	鷤
𫛵	鶌
𫛶	鶒
𫛷	鶦
𫛸	鶗
𫛹	𪃧
𫛺	䳧
𫛻	𪃒
𫛼	䳫
𫛽	鷅
𫛾	𪆷
𫜀	鷐
𫜁	鷩
𫜂	𪅂
𫜃	鷣
𫜄	鷷
𫜅	䴋
𫜊	𪉸
𫜑	麷
𫜒	䴱
𫜓	𪌭
𫜔	䴽
𫜕	𪍠
𫜙	䵴
𫜟	𪓰
𫜦	𫜫
𫜨	䶕
𫜩	齧
𫜪	齩
𫜫	𫜦
𫜬	齰
𫜭	齭
𫜮	齴
𫜯	𪙏
𫜰	齾
𫜲	龓
𫜳	䶲
𫝈	㑮
𫝋	𠐊
𫝜	𠱞
𫝡	𡓗
𫝦	㛝
𫝧	㜐
𫝨	媈
𫝩	嬦
𫝪	𡟫
𫝫	婡
𫝬	嬇
𫝭	孆
𫝮	孄
𫝵	嶹
𫞅	𦠅
𫞗	潣
𫞚	澬
𫞛	㶆
𫞝	灍
𫞠	爧
𫞡	爃
𫞢	𤛱
𫞣	㹽
𫞥	珼
𫞦	璾
𫞧	𤩂
𫞨	璼
𫞩	璊
𫞷	𥢶
𫟃	絍
𫟄	綋
𫟅	綡
𫟆	緟
𫟇	𦆲
𫟑	䖅
𫟕	䕤
𫟞	訨
𫟟	詊
𫟠	譂
𫟡	誴
𫟢	䜖
𫟤	䡐
𫟥	䡩
𫟦	䡵
𫟫	𨞺
𫟬	𨟊
𫟲	釚
𫟳	釲
𫟴	鈖
𫟵	鈗
𫟶	銏
𫟷	鉝
𫟸	鉽
𫟹	鉷
𫟺	䤤
𫟻	銂
𫟼	鐽
𫟽	𨧰
𫟾	𨩰
𫟿	鎈
𫠀	䥄
𫠁	鑉
𫠂	閝
𫠅	韚
𫠆	頍
𫠇	𩖰
𫠈	䫾
𫠊	䮄
𫠋	騼
𫠌	𩦠
𫠏	𩵦
𫠐	魽
𫠑	䱸
𫠒	鱆
𫠖	𩿅
𫠜	齯
𫡬	𠷏
𫡶	𩅾
𫢒	儱
𫢔	𠐽
𫢘	𠏮
𫢙	働
𫢜	𰂴
𫢟	𪝖
𫢨	𠎒
𫢪	僆
𫢬	僗
𫢭	儰
𫢲	𫣴
𫢸	僤
𫢹	𠑙
𫢺	傪
𫣉	儖
𫣊	僾
𫣛	𠑲
𫣫	𠐍
𫣴	𫢲
𫤸	㝟
𫤽	𠖫
𫥍	𠘥
𫥔	𫥝
𫥝	𫥔
𫥳	𠠝
𫥵	𠠏
𫥺	𠟪
𫥼	𠜲
𫥽	𫦙
𫦁	𠝿
𫦅	㔅
𫦉	𠞭
𫦋	𫦔
𫦌	㔃
𫦔	𫦋
𫦙	𫥽
𫦩	㔝
𫦰	𫦸
𫦳	㔢
𫦸	𫦰
𫧃	𣍐
𫧝	𪟲
𫧮	𪋿
𫧯	卨
𫧷	𥽽
𫧿	贕
𫨆	𠩘
𫨑	𪠃
𫩕	嚝
𫩖	𠵘
𫩚	𠵹
𫩛	㗰
𫩤	㗼
𫩥	嚿
𫩩	㗙
𫩫	嚈
𫩯	𠹛
𫩳	𠼮
𫩸	𪢥
𫩺	嚍
𫪀	㗻
𫪁	唻
𫪂	㘙
𫪃	囇
𫪄	𠼤
𫪅	𠺮
𫪑	𰈝
𫪘	𡂿
𫪚	𠼗
𫪛	𭇉
𫪧	嘄
𫪪	𡂒
𫪺	㗣
𫪽	𠾬
𫫇	噁
𫫏	𫬆
𫫦	嚪
𫫵	𡀿
𫫾	嚬
𫬆	𫫏
𫬐	㘔
𫬙	𧸫
𫬟	𡅥
𫬱	𰇥
𫭞	塼
𫭟	塸
𫭢	埨
𫭨	墢
𫭪	墝
𫭮	𡍫
𫭯	𡑎
𫭲	壧
𫭼	𡑍
𫮃	墠
𫮅	墋
𫮜	㙬
𫯒	𨑊
𫯓	𬻮
𫯥	奯
𫯶	奫
𫰂	奲
𫰍	媁
𫰛	娙
𫰠	㜭
𫰡	嬅
𫰢	嬒
𫰣	𡤠
𫰨	㜥
𫰰	嬐
𫰹	嫢
𫱕	㜮
𫱿	𡤫
𫲗	㜺
𫲴	𭓀
𫲸	寷
𫳃	㝞
𫴼	𡮤
𫵵	崵
𫵶	𡺨
𫵷	㠣
𫵸	𡷨
𫵹	𡽵
𫶄	𫶦
𫶅	㠁
𫶇	嵽
𫶊	𡽳
𫶕	巆
𫶦	𫶄
𫶲	𣫒
𫷅	㡓
𫷈	𢄼
𫷉	幰
𫷌	𢅡
𫷘	𠁔
𫷬	庲
𫷮	廕
𫷷	廞
𫷹	廔
𫷾	廮
𫸩	彄
𫹮	懙
𫹴	愇
𫹷	𢥠
𫹼	𢛔
𫹽	慯
𫺁	㤲
𫺂	悏
𫺆	㦊
𫺊	懠
𫺌	愩
𫺒	𢢀
𫺓	㦖
𫺘	憦
𫺪	懩
𫺫	𢤜
𫺷	戁
𫺹	𫻑
𫻁	㦦
𫻇	𢤌
𫻑	𫺹
𫼗	𢲫
𫼝	搊
𫼣	𢳂
𫼤	𢯩
𫼥	㨟
𫼧	撶
𫼫	𢲾
𫼮	擃
𫼱	摃
𫼲	𢯦
𫼵	𢲸
𫼶	𢱡
𫼽	𪮰
𫼾	𢲩
𫽀	㨥
𫽁	摙
𫽇	㩇
𫽊	㩭
𫽋	攞
𫽐	𢳚
𫽔	𢷃
𫽙	𢴦
𫽢	𰔺
𫽣	摪
𫽥	攑
𫽧	㩌
𫽫	𰔫
𫽮	擋 攩
𫽲	𢶑
𫽳	𢴩
𫾁	𢸴
𫾃	𢸳
𫾉	㩣
𫾏	𫾡
𫾡	𫾏
𫾲	𣀷
𫾳	𣀘
𫿂	𢿓
𫿗	𣀻
𬀥	𣄸
𬀩	暐
𬀪	晛
𬀮	㬣
𬀱	暟
𬁑	𣌂
𬁘	𰖻
𬁳	𦟐
𬁵	膒
𬁸	𦞛
𬁺	𦜖
𬁽	䐣
𬂀	膶
𬂂	𦣇
𬂅	䐷
𬂉	賸
𬂠	橅
𬂩	梜
𬂮	榝
𬂰	檂
𬂱	𪳷
𬂻	𣛣
𬃀	槻
𬃊	櫍
𬃏	𪴥
𬃘	樲
𬃛	𬄝
𬃦	𣚙
𬃫	櫶
𬃮	𣙿
𬃲	䫐
𬃳	𣡶
𬄝	𬃛
𬄞	𣠕
𬄩	櫽
𬄬	𣡌
𬅢	㰰
𬅥	歄
𬅫	歕
𬆂	𬆉
𬆉	𬆂
𬆙	𣩕
𬆦	毄
𬆮	鷇
𬆾	覒
𬇃	𨪅
𬇄	𣰨
𬇇	㲲
𬇕	澫
𬇘	漙
𬇙	浿
𬇬	𤅙
𬇰	㵍
𬇹	漍
𬇼	𣻏
𬈁	潬
𬈏	𬉤
𬈕	㵒
𬈧	濇
𬈱	𤀪
𬈾	𤁪
𬉂	瀵
𬉇	㵤
𬉋	瀢
𬉠	灡
𬉤	𬈏
𬉼	熰
𬊂	煼
𬊈	燖
𬊉	燵
𬊍	燽
𬊎	熕
𬊖	燘
𬊗	𤍖
𬊜	𤓓
𬊤	燀
𬊦	覢
𬊵	爣
𬊶	爁
𬊺	燰
𬊾	㸐
𬋃	𤒦
𬋍	㸊
𬌝	犓
𬌠	𬌦
𬌦	𬌠
𬌮	獟
𬌴	𤣤
𬌵	𬍁
𬌷	㺑
𬍁	𬌵
𬍙	琖
𬍛	瓅
𬍡	璗
𬍤	璕
𬎆	㼆
𬎑	瓓
𬎧	㼻
𬎬	𤮦
𬏜	㾺
𬏟	㾵
𬏤	𤻲
𬏦	癈
𬏫	瘒
𬏮	瘑
𬏲	𰣢
𬏷	㿎
