㐁	𠀬
柠	橣檸𣜏
柢	枑楴𰟼
柱	砫𤤛𮇐
栀	卮梔𪲲
栈	棧碊𪲃
栉	扻楖櫛
栊	櫳㰍𣜐
栎	枥櫟㰛
栏	欄阑𣟬
栚	㮳㯢𣒁
校	挍𤲽𨬛
栲	𣐊𣑥𣛖
核	礉覈𣝗
桕	欍𣐤𪲈
桦	枠樺𣛛
桩	樁𣜚𦚏
桴	枹泭𣻜
桼	𣷚𩃲𭱁
梓	杍榟𥞽
梢	萷䈾䔠
梨	梸棃梨
梿	槤櫣𪐍
棕	椶㯶𣞛
棠	㭻𣙟𪳯
棧	栈桟𢯆
椢	槶簂䈐
楂	柤樝楂
楦	楥𩋢𪲩
楷	𣒉𣗀𪳠
楸	橚萩𮃚
楹	桯𣟅𬃇
概	槩槪𧜳
榕	槦穃㯴
榜	牓㮄𣑈
榝	樧𣛶𬂮
榨	搾醡𮅖
榫	笋㔼𢲜
榭	𢲌𣛘𫷺
槁	槀𩫓𭮡
槛	坎檻𣡓
槜	檇欈㰎
槟	梹檳㯽
槭	摵㰗𨇌
槮	椮𣚈𣟹
槲	㩂𣘳𥡿
槻	𡦑𬃀𭬉
横	撗橫衡
橋	桥𫞎𫞏
橑	𢄷𣟆𪴔
橤	𢣳𦁞𰘭
橱	櫉櫥𮖳
檍	𣚍𣟥𣟻
檗	柏檘蘗
檛	𥬲𨗷𭪆
檟	榎槚𬄽
檧	䈡䉥𣚜
檷	𣐐𣝧𪱾
櫋	杣𣝼𥤓
櫔	栃𣑐𣜜
櫬	榇藽𪳩
欼	㱀𠭋𣣯
欿	𣢌𣣻𣤉
殄	𣦺𣧠𣧢
殊	𠙎𡥛𡧔
殜	𣨚𣩣𣩨
殡	殯𡒨𣩵
毚	㺥𫥎𭀰
毨	𣭟𣭡𨾷
毯	㲜㲭𬇀
毻	毤𣮆𣮲
毼	𣭸𣮷𣰌
氄	𣰲𤮪𥎜
氅	𣰉𧝟𪅶
氆	𠽾𣯽𣱁
氇	氌𣰯𣱀
氿	汣㲹𣲄
汀	渟𠀩𢆊
求	㐤𡨃𥒸
汎	𪞖𪵬汎
汞	澒銾𫒎
江	𣲅𪵹𬇔
汨	漞㵋𭥚
沃	㓇𣵽𦰚
沥	瀝𤁋𤃹
沨	渢𬇺𭂒
泄	洩𣲟𣳘
泓	浤𣴦𬇗
泞	澝濘𰛑
波	溊𣴫𰃺
泦	淗𣳣𨸰
注	澍祝註
泮	冸𣳝𣴱
泺	濼㴖𤃸
洞	䆚洞𭑳
洹	𣵨𣷻𬇛
浏	嚠瀏𤄉
浑	混渾𭯹
浒	汻淲滸
浔	潯𤃂𰝐
浙	淛𣹨𰛫
浚	濬䜭𧯖
浮	㳇𢒒𣵎
涅	湼㘿𣵀
消	㴅𣱩𣱫
涝	潦澇𤏪
涣	渙𪶓𰝀
涤	滌𣼝𤂂
润	潤𣼐𰝏
淘	洮陶𭲏
淚	泪涙淚
渍	洓漬𣿙
渗	涁滲𰜄
渝	𠔡𫥓𬈝
渣	泎𥹁𬇷
港	𣽣𣿑港
湓	瓫㖹𥁳
湛	㴴𠗮𰜦
湫	湬𣹌𨺹
溅	濺𠵖𣿽
溆	漵潊㵰
溘	濭𣩱𣹆
溢	益㳑𭂚
溱	潧𣼃𬈙
溲	𣸈𦦼𬜀
滘	漖𣽸𬈯
滴	𣾌𣾪𤁷
漁	渔𣺆𭑞
漘	浱滣𫆬
漛	𪾕𬇥𬐮
漠	幕莫𥕓
漣	涟漣𬈖
漩	旋㳬𭻾
漫	澫澷𣸞
潇	瀟𤂣𤄙
潋	瀲㶑𭳮
潎	𣺲𣽠𣿁
潕	㵲𣲘𤅅
潣	湏𤀳𫞗
潴	瀦猪𤃣
潸	澘𣽽𰛚
潺	潹𠘈𣹏
澄	浧澂瀓
澜	瀾灡㳕
澤	沢泽𡘅
澨	𥱒𨼹𭲁
澳	澚𤀈𤁌
濟	济済𬈀
濩	𫉯𮑮𰝵
濾	沪滤濾
瀆	涜渎𣿦
瀡	㵦𣿂𤅵
瀶	𣻙𤂟𤄈
瀼	㶞𤅑𤅭
灞	㶚𰝚𰝲
灠	𤂺𪷃𰜐
灯	燈𤆉𧺄
灰	𤆆𦭹灰
灸	㡱𤆐𰝺
灺	炧炨𰝼
炀	煬𤋁𥠜
炜	暐煒㙔
炯	冏烱𤈍
為	为𢏽𬊓
烗	炌𤈪𤉫
烲	焎𤈱𤈴
烼	𤉄𤊺𤎲
焊	釬銲㶥
煇	辉𤑱𪸩
煙	烟𤒈𫴍
煚	燛𤌇𬋀
煤	𤊄𭳿𰟙
煴	煾熅鎾
煼	𤌝𬊂𭵇
熇	燺𤌾𤐟
熑	燫𠔨𤑙
熭	𣊄𤑒𥶬
熯	㸁𤑆𰟐
熸	𠒮𤍖𤏖
燂	𤓠𥪷𭣆
燒	烧焼𫤦
營	営营𫫎
燡	𤏵𭴐𰞇
燣	燷𤒢𬊥
燥	煰𤍜𤏟
爐	炉爐𰞭
爓	𤐞𤓁𰟘
爟	㮡𦻐𬋜
爺	爷𪺜𰂴
爾	尔𤕨𫝃
片	𢙧𬽣⽚
牒	𤗊𤗣𤗥
牛	牜⺧⽜
牟	𠫚𢃷𰠧
牬	㸬𤘬𤙂
犊	犢𤙸𤛯
犍	㸫㹇𤚳
犕	𤙳𤛟犕
犡	𤛶𤜏𤜒
犴	岸𤝪𤞿
犹	猶由𤠁
狎	䖖𠇺𧆥
狐	𤜪𦍳𧲲
狑	𤣋𤣍𤣤
狞	獰𤡺𤢆
狩	𩊦𬡁𬩨
狻	䝜𪊴𱊿
狼	狼𤠸𧳓
猘	𤝼𤟐𪘥
猜	𦞁𭛯𰡂
猝	卒𢔙𤝊
猰	䝟𤟻𤠵
猱	夒獶𧳨
獲	获雘𫉬
獸	兽𤢚𰡧
獻	献𤣉𬟫
獾	犿貛䝔
玑	璣㼄𤪫
玕	玵𤣳𤥚
玗	㺮㻀𤧙
玠	琾𡘇𤦠
玩	翫貦𣄹
玲	玲𤫩𪻖
玼	皉𤽤𭎔
珮	𤦍𤧑𰡿
琁	㺼𤥩𬍩
球	毬璆𤥲
琅	瑯𤦴𤨜
琚	𤩵𤪬𤫓
琢	琢𤥨𪼅
瑄	𤧺𪻭𪼍
瑚	鍸𤤈𥔓
瑛	英𡎘𤤠
瑳	𤧳𤨛𤪩
璉	璉𫧛𬍻
璨	㻮𭹵𭽢
環	环𤪹𬎜
璱	琗㻭𤪴
璵	玙𤪐𤫌
璽	玺𡊑𨰡
瓈	𬎙𭺊𰢎
瓜	𰢛𰰧⽠
瓤	穰𤬞𤬥
瓨	𠖵𤭊𬎥
瓴	𤬻𤮮𤮹
瓵	𤬴𤭇𤭘
甀	𣂩𦉈𪼽
甃	㼙𤬬𤭰
甄	𤭾𤮔𰴋
甍	𠪹𣞑𤭐
生	𠤵𤯓⽣
甯	宁𪧟𭓰
甹	𤲀𦥕𰀊
畇	㽦𢻸𤱬
畟	𠞅𤰯𦔎
畯	㽙𤲋𭻒
疖	癤𤻛𤻵
疗	療𤹅𤻲
疚	㝌𤶔𤶫
疛	㿒𤶡𦡴
疡	瘍𤺹𤻈
疮	瘡𤶷𤺨
痨	朥癆𭼎
痱	疿𤷂𰣱
痹	疪痺𤷒
瘅	癉𤺺𭙴
瘆	瘮𤹮𤺑
瘑	㽿𤻌𬏮
瘘	瘺瘻𤵿
瘩	㟷㾑𤺥
瘪	癟㿜𤻋
瘾	癮㽼𤻘
癞	癩㾢𢋷
癶	𠇿𣥠⽨
皂	皁𣅖𤼿
皝	皩𪾂𭽚
皭	㬭𤾽𤿃
皲	皸皹䠅
皿	𠀜𫒏⽫
盂	𥁄𬐟𬹥
盄	𥁏𥁛𥁜
盎	㼜𤬺𤭹
盛	盛𬛻𰳧
盞	盏𬐜𬐝
盦	盫𥂝𬐪
盧	卢盧𧈂
盼	聁𥌊𬑌
眇	仯𥋐𦕈
眒	𥆓𥋀𦕽
眠	𥉦𥺠𪜳
眣	眰𥄺𥈖
眦	眥䀝𥈐
眵	𥄏𥉍𭿇
眼	𥃩𥃿𥆢
睔	䎾𥇊𬑆
睘	𤲡𦊷𭾪
睟	晬𥄌𥹒
睡	𥉚𥋍𪾶
睥	睤䁹𥋑
睨	聣𥆩𧡎
瞁	㷦𤋀𦝳
瞋	䀼𥆏瞋
瞎	𥈎𰥌𰥷
瞒	瞞䐽𥊑
瞩	矚𥋛𰥩
瞭	了曢𭾙
瞷	𬑗𬛖𭧴
瞿	眗䀠𮥾
矇	蒙𥉕𬥇
矉	𪾸𭿬𮚪
矣	𠤘𡗞𢦕
知	𢇻𥎵𥎿
矬	𥏧𥲽𰦟
矰	𢎒𢨉𰦢
砈	砨𥑣𥑽
砉	𥑦𥒐𥒠
砗	硨𤥭𮁂
砚	研硯䂩
砠	岨𥕑𪂓
砣	砤碢𥓿
砮	𠪓𢊨𥑌
砰	硑𥕱𨺀
砾	礫𥓃𥕴
硷	礆鹻鹼
碎	砕𤭢𥺍
碕	埼隑𥔎
碨	𥒮𥓔𥔃
碰	掽踫䰃
磌	碵磌磌
磏	𥖝𬑻𰧧
磷	燐粦𥒣
磻	磻𥮯𦲱
礐	𥔼𥗙𬒈
礦	卝矿砿
礧	礨𡽭𥑶
礪	礪𥗠𬒪
礫	砾䃯𮁏
礬	𥖥𥖯𬒟
礿	禴𤓝𰨙
祁	𪥪𪦧𫱦
祜	𫳫𬒴𭷃
祧	𥜔𫋺𰨁
祹	𥚬𫳠𬒴
禎	祯禎𬓲
禧	熙釐𰨗
禱	祷𥜣𥜹
私	厶𥝠𰧯
秃	痜禿𣬜
积	積𥡯𥢼
秳	秮𥞸𥟴
秿	𥠵𥡨𥡵
稈	芉𦼮𦾮
稣	穌鯂䲆
種	种𥠭𫭆
稴	䆂𥠆𥻧
稵	𥠃𥣏𥣓
稿	稁稾藳
穊	穖𥝪穊
穚	𥡺𮃥𰨱
穟	𥠂𥢁𦼯
穫	耯获𮒗
穹	宆𠫙𥨟
窔	穾㝔𥤹
窞	𡩹𥦇𥧹
窣	𥤿𥦑𮄓
窬	踰𥦧𥦹
窳	𠋟𤬑𥦠
窹	𥧝𥧸𩄭
窾	窽𡪡𥧾
立	立𡗓⽴
竚	𥩟𥩽𫁢
章	暲𡈠𣁌
竢	𡱢𢈟𢉡
端	耑𥪄𰹄
競	竞𣬙𰵃
竹	𥫗⺮⽵
笋	筍𥰴𥰿
笐	𥫺𥮕𮅂
笔	筆𡭩𫂌
笝	笚䇱䈫
笞	𢰥𢲹𣘜
第	弟苐㐧
筅	箲𥬗𬕎
筌	荃𥮡𥯀
答	畗畣荅
筲	䈰𢶠𥳓
筹	梼籌𥵽
签	簽籖籤
箨	籜𥷐𮇁
範	范𥱍𫂄
篅	𥬵𥳙𦵓
篱	筣籬㰚
簢	𥴲𥵴𫂃
簫	箫簘𬕝
簾	帘簾𬖄
籀	籒籕繇
籞	𥷉𥷲𦼼
籠	笼篭籠
籯	籝𬖊𰪣
籸	籶䊁𤽰
籼	秈䄳䄽
粜	糶𥺋𥽀
粢	秶𥸷𪗉
精	䊒精𰪱
糇	餱𩛫𩝍
糍	餈𥺩𩝐
糳	𥽿𦥬𮈀
糴	籴𨤠𫃙
糷	𥻂𥽭𰫖
糹	纟⺯⺰
紀	纪紀𰫣
紙	帋纸𬘆
紟	䋮𦁌𫄛
紨	𦇁𩎠𰬅
紷	𦅫𪟹𬗪
紹	绍𢇊𬗞
終	终𡦿𫲹
絷	縶馽𡈊
絹	绢𥿕𥿻
綄	𦀸𦆼𬘫
綮	䋜䋯𦄊
綵	䌽𠗡𫃿
綾	绫綾𮈦
緀	紪𫅆𰬢
緁	𦆍𧚨𰬡
緆	𪎥𪎧𰬣
緈	𦂜𦃉𦃱
緌	𡱵𫌂𮉫
緤	𦁛𦁜𫄬
緦	缌𠅛𢇆
緵	繌𦆛𰬯
縆	絚緪𬘵
縚	𦀪𦁵𬘺
縡	𫄀𮈽𰬴
縮	缩𬓊𬛮
縻	麿䌕𥿫
縼	𢳄𦀢𰬵
縿	䪌𫃰𰬪
繂	𦆽𦆾𫄴
繐	𦅵𬘄𰬸
繑	𢄹𦃣𰬐
繓	𣠹𦄎𦈛
繘	𦇹𦈇𰬻
繩	縄绳䋲
繪	絵绘𦅩
繱	𦅢𦇎𧄉
繸	䍁𦂁𩍚
繹	绎䋇𬉖
繼	継继𫷡
纑	䋆𮉗𮉡
纚	縰𫄥𮉟
纣	紂𩋰𮧖
纭	沄紜𧶊
纱	紗𦀛𦀟
纴	紝絍䋕
纷	紛𩰏𮋤
纽	紐靵𧘥
绂	紱𥾧𥿈
绕	繞遶𡈦
绛	絳𥿸𦀮
统	侗統綂
绡	綃䌃𦂚
绵	綿緜𭘸
绸	紬綢𩋙
绹	綯𥿐𦃥
绽	綻䘺𭛮
缀	綴𦀁𧚰
缆	纜䌫𰬊
缉	緁緝𦂝
缌	緦𢆿𦃞
缏	緶𦄒𦄱
缒	硾縋䋘
缕	縷𦇆𫃵
缙	縉縉𦇢
缜	縝𣞟𦁄
缝	摓綘縫
缥	縹𦆝𦇐
缧	縲纝𦅍
缨	纓绬𰬕
缭	繚𦄗𦆖
缰	繮韁𦆊
缴	繳𥐊𦅾
缵	纂纘𩛻
罘	䍒𥦘𦊾
罠	䋋𦊞𮊄
罨	𦊸𦋙𦌌
罱	䈒𦊔𦌫
罹	罹𦌐𮊔
罻	𦌍𮊖𮊘
罼	𦌂𦌎𬙝
羅	罖罗羅
羕	𣴎𦍛羕
羟	羥𦎥𦎺
羲	𢐯𢐱𦏁
羺	𦎀𦏌𩍄
羽	羽𦏲⽻
羾	𢬀𦏺𦏼
翂	𣸜𦐈𩿈
翌	翊翼𫁩
翏	䎆𮊿𮋀
翕	歙翖𦐬
翘	翹㚁𦒒
翚	翬𦑩𫅨
翟	狄𡽢𨞩
翣	歰菨䈉
翥	䎝䬡𦑥
翦	𦑦𦑳𦒕
翭	翵𦑚𦑤
者	者者者
耇	耈耉𬚉
而	耏𰭯⽽
耐	能𡬪𩈃
耠	劐秴𦔏
耧	廔耬䅹
耶	𦔶𦕆𫆀
聋	聾䏊𤼃
职	職軄𦖱
聰	聪𰒌𰭷
聲	声𫆈𫌤
職	聀职𫟉
聾	聋聾𦗤
肐	𦘸𦙊𩨘
肒	𤼐𦘾𪐟
肢	胑𨈛𨈪
肣	𦛜𦝵𧶗
肫	𦙛𦙤𬂁
肸	肹𦙝𦜱
肾	腎𦛒𦜜
胀	痮瘬脹
胄	伷䩜𩊄
胅	䏲𦝯𩨰
胇	䏟𦕚𰮋
胈	𤕳𥥛𦙓
胎	囼孡𰮜
胔	𡥎𦙼𦚚
胙	𦙐𪱢𬆢
胪	臚㱺𥀵
胭	臙𧹢𫆣
胾	𦛹𫻯𬁱
脊	𣖷𦟝𦠗
脍	膾䭝𤺠
脔	臠臡𦟪
脚	腳踋𦛶
脛	胫𦙾𫆞
腃	㟡𡸩𦝘
腔	羫𣫝𤟄
腘	膕䐸𦛢
腥	𦎬𩤵𮩥
腩	𦝧𨡯𬛈
腱	䇟𦞬𫆩
腼	靦𣎜𥈅
膀	髈𦜅𦜶
膍	肶𭩄𰮼
膏	𥆕𭳇𮌔
膞	䏝𤮍𦝏
膰	㸋𣊩𥛮
膴	𣊲𦣌𰮇
膺	𦢖𦢻𩪠
臂	𦡍𦡜𫵔
臇	㷷䐪𣋭
臍	脐𫆷𬁼
臐	𣎰𦘶𦢜
臟	臓藏𮍄
臡	𦣊𦣚𰯋
臤	𠭃𮍍𰀡
臱	𤾜𦤔𦤝
臲	𦤞𬼯𮍝
臼	𡆥⺽⾅
舌	𢀛𦧆⾆
舔	㖭𫔗𬪴
舟	𣍝𬼊⾈
舣	檥艤𫇢
舶	艊𮎋𮎌
艇	𦨍𦨿𦪅
艎	楻𦪄𦪗
艒	䑵𦨧𦪷
艮	㫔𥃩⾉
芋	芌𦭨芋
芞	䒗𦬈𫉀
芦	蘆𦿊𧀓
芬	㞣𡴚𡵳
苇	葦𥯤𦻪
苕	芀萔𦴰
苗	𡩈𡩕𰍒
苦	瘔𡿵苦
茇	𢇷𦭞𦳺
茫	汒𣴭𰱄
茵	筃絪裀
荏	栠𦷺𬓧
荣	榮𣓳荣
荧	熒爃𭵦
荷	抲𢬲𦽅
荾	䒘𦬐𦴅
莎	𢘿𦹈𪍬
莚	葕䓷𨕇
莟	𧂃𫟓𬝓
莤	𨢲𨣡𬛮
莱	萊䒹𤲓
获	獲穫𥤙
菉	菉𦲙𦾯
菊	蘜䕮菊
菟	莵𧈋𫟏
菣	𦱽𦸃𬜤
菼	𦃖𦵹𦽉
萃	簉粹𦬡
萊	莱𦻣𪧳
萌	鋂𢡗𦹩
萐	𦱥𦵉𦾚
萤	蛍螢𧓌
营	營𢄋𰟯
萦	縈𢄋𦾵
萸	茰𦳅𦺮
落	渃落𣧳
葍	䔰𦵆𦽌
葑	湗蘴䒠
葚	椹黮𣞵
葟	䑟𤯷𦨁
葥	𦷱𦺍𧁄
葰	䕑𦶬𦹿
葺	𦱫𦲭𮏪
蒁	荗𦮠𦳯
蒂	蔕𦷾𧁏
蒜	䔉𧀂𫉑
蓘	蔉𦶧𮐀
蓝	藍𦾐𮓔
蓟	葪薊𦮯
蓬	纄莑鑝
蓲	䓵𠄾𰰤
蓼	蓼𦾷𮑹
蔘	𦲞𦷇𦼒
蔤	藌𦰷𦾖
蔪	𧀵𮅼𰱑
蔷	薔𥲞𬝶
蔹	莶蘝蘞
蔻	蔲䓻𦸅
蔼	藹𮆻𮒍
蕣	橓𦾋𧂌
蕭	萧䔥𮏒
蕳	蕑䔵𫈉
薄	䙏𦻈𫼁
薓	𣿯𧄢𮑵
薮	蓃藪𡾄
薳	䓕䕂𨘏
藁	槁𬞹𮆥
藇	𨣦𨣬𰰠
藈	𣋒𤬉𦿡
藍	蓝藍𫉶
藙	𧄘𧅙𧆈
藣	𧀛𧄾𰱯
藭	䓖𧅉𧅓
藹	蔼譪𫎽
蘀	萚𦴕𦿙
蘇	苏䒩𧃅
蘋	薲𦹗𬞟
蘬	𦺕𧁻𰰮
蘭	兰蘭𬞕
蘵	𦺿𧄕𰱲
虆	𡏱𥸕𦶖
虓	猇𧆟𧆬
虜	虏虜虜
虞	𠈌𫊣𮓥
虨	𧈇𨞹𩆱
虽	雖𧈧𨾡
蚣	蜙𧌻𧐱
蚬	蜆䗾𧖙
蛗	䘀𧌛𧒂
蛭	𧌼𧓳𬠤
蛮	蠻𧑿𧖖
蛳	螄𧋬𧏍
蛴	蠐𧓉𧖊
蜃	蜄𧒏𪓧
蜇	𧎴𧑭𧑱
蜉	𧉈𧕰𧖚
蜊	䖽䖿𧔌
蜎	蜵𫋞蜎
蜒	𧋂𧍢𧎘
蜡	蝋蠟䗶
蜥	𧌥𧌨𧎀
蜮	魊𧌒𩳠
蝇	蝿蠅𡢘
蝟	𢑭𢑯𧒞
蝥	𥓺𧍟𧒚
蝶	蜨𧋝𧋞
螝	𧊫𧏩𰳒
螭	彲𡖟𮧩
螮	蝃䗖𧋍
蟂	䳋𧒬𫋇
蟒	蠎𧎔𧏉
蟲	虫𧈰𧑉
蟷	𧒩𧒾𬠅
蠁	蚃䖮蠁
蠋	蠾䠱𧑏
蠘	䘁𧐦𧔒
衋	䀌𧗙𧗚
衝	冲𢖜𧘂
衩	紁𥘓𮕧
衫	𥘎𧛄𧟖
衬	儭襯𥘑
袁	𡊮𡋡𭎕
袄	襖𥜊𥜌
袧	𧘤𧙎𧛩
袽	䋈䘫𦀌
裏	裡裏𫟚
裓	𧚑𧛠𮖀
裡	裡𥚃𧚣
褋	𥜈𧚦𧝵
褙	禙䋳𮌡
褚	帾禇𧝙
褴	繿襤𥜓
褶	襵𢄭𧚻
褺	𧜼𧝚𬡓
襀	𧝭𫌀𮂒
襂	幓𫌄𰴂
襊	𧚥𧜮𧜱
襋	𥜕𧛘𧟜
襛	𧜆𧟒𰳺
襜	䄡䪜𧞟
襟	䘳𥘞𧛛
襬	摆䙓𧟍
襴	幱襕襽
襼	褹𬡵𰳵
見	见見⾒
覗	𥄶𫵆𬢊
覛	𧡒𧵬𫌪
觇	覘䀡䦓
览	覽𢸒𮗘
觜	𠲋𧣅𧣆
觤	䍯𧣂𩊛
觲	觪𧤱𧤻
觷	𧣔𪺔𰴣
訇	巆𠣭𧥻
訑	𧦧𧦩𫍙
訚	誾𧦸𨶡
訢	䜣𣂗𣃎
訩	哅讻𧦙
詀	譧䛸𧮪
詉	𧦨𧪅𰵠
詪	𧨛𬍊𬣳
詯	䛛𧩤𬣰
誂	𠻩𧨙𫍥
誱	啑𧪌𧫰
誷	𧦘𧧜𫍬
諄	谆𧩽𫸇
請	请請𰵕
諓	𬢣𬢥𬣡
諫	谏𧧅𫍝
諭	谕諭諭
諰	𦖷𧪳𫍰
諸	诸諸諸
諾	诺諾諾
講	讲𧪿𮗻
謟	𫍈𮘦𰵽
謴	䜇𧬪𬤆
謹	谨謹謹
謻	𠗺𧩀𰶁
譀	𧧴𧫫𰶆
譔	𧩿𧮖𬤥
譴	谴𫑍𬩠
讀	読读讀
讗	𡄴𧮄𧮋
讚	囋讃𬤮
讜	谠𧩡𧫆
讥	譏𢡧𮗸
记	記㾵𧪄
论	論𠐜𧪺
讼	訟㕬䛦
诒	詒𣣢𧦫
诟	垢訽詬
诪	譸𡃮𡆓
诫	誡䛺𧪖
说	説𧧘𧨕
诹	諏𧩞𧩻
谄	諂讇𧬦
谍	諜𧨯𧩜
谙	諳𧩸𧫧
谛	諟諦𧫚
谜	詸謎䛧
谠	譡讜𧭢
谧	謐䛑𧨨
谨	謹𧫴𧭩
谪	謫讁𧬍
谫	謭譾𪷇
谳	讞𤅊𮘾
谹	𧮯𧮴𮙎
谺	砑𧯋𧯓
谼	硔䜫𡶵
谿	磎豀𧮾
豶	獖豮𧴍
豹	犳𤝧𤞵
貀	豽𤜽𤝒
貁	𤜴𤣛𮙩
貅	㹯䝗𧲷
貒	猯𧳩𧳲
貳	贰𪱞𫎎
資	资𣣬𪶻
賈	贾賈𫌞
賢	贤𫎠𰯰
賾	赜𧷤𮥜
贈	赠贈贈
贎	𧸱𧹇𨲴
贏	赢𫎣𬚆
贕	𧸷𫧿𮚧
贩	販𧶶𧸏
贽	贄䞇𡠗
赂	賂𧸚𮙾
赅	晐賅賌
赎	贖𧸏𧹎
赏	賞贘𰠼
赚	賺𧸖𰷖
赛	賽𡧳𧶼
赠	贈𧸑𰷐
赨	𧋒𧌝𧹝
赬	赪𧹙𧹚
赶	趕𢆝𪌃
趂	𧻦𧼇𬦍
趫	𰷶𰷼𰷿
趹	䟩𨀆𫏅
趺	呋𠰵𨁜
跈	蹨䟢𨀀
跔	跼㣘𨁺
跗	趺𧿤𨁵
跟	𣥦𦚣𨁞
跱	𨂄𨃉𨃯
践	跈踐㣤
跷	蹺蹻𣦜
跽	𦜕𨃡𨄲
跾	𢞣𢢱𨁀
踊	踴𠁜𧻹
踔	趠逴𢔄
踪	蹤䢨𮜀
踳	堾𨅱𬧓
踵	歱㣫𣦟
蹁	𨆩𨆭𨇱
蹉	𨇏𩥙𫹜
蹋	躢𣥂𮛥
蹎	𧽍𨈃𰷺
蹠	跖𥔕𨂂
蹴	蹵𨇳𨉌
蹹	𨀡𨅓𨆚
躄	躃𣦢𫏂
躇	墸𣦈𣦡
躜	躦𨇃𨇇
躪	躏閵𮜩
身	𡰬𨊘⾝
車	车車⾞
軛	轭𦷖𨋜
軨	䡼䡿𫐉
軫	轸𢒨𨊨
輓	𨌔𨌜𬨈
輗	棿𨌵𫐐
輣	𨋊𨍩𰺏
輬	辌𨍡𨎅
輮	𫐓𫴀𰹢
輴	䡅𣚆𮝸
輹	𨋩𨎙𰺓
輻	辐輻𮝖
轈	𨏋𬨓𰹔
轊	䡺𨊥𫐕
轖	𩍙𩏫𰺙
轘	𨏙𭤌𮝹
轠	𨎿𨏒𫐙
轡	辔𬘍𭯮
轣	𨐀𫐆𮝬
轤	轳𨋤𨏧
轥	𨏦𨏼𰺣
轫	杒軔㭁
轳	轤䡎𩍼
辄	輒輙𮝡
辋	棢輞𨋹
辛	𣐽𨐌⾟
辥	辪𫡞𰺾
辵	辶𣥆⾡
迄	𨑐𨑵𮞂
迅	卂𨑙𨑷
迈	邁𨙗𨙚
迕	午捂𬆋
连	縺連𨘑
迣	𨑬𨒑𨓄
迫	廹敀𨒹
迮	𨕠𫸵𬆢
述	䢤𠰲𫐠
迷	粯𨒲𨶌
逆	屰𨒫𰴲
速	遬𧫷𬨮
逢	𢌢𨔔𨕱
連	连連𬨧
逮	𨓞𨗻𪮦
逶	倭𨖿𮞩
逾	踰㢏𧼯
遍	徧㴜𨖠
遑	偟皇𪪱
達	达逹𬦔
遘	𢔵𧽝𨔸
遞	递𨒾𨓝
遠	远𧽚𫟨
遹	欥𨗝𭥥
遼	辽遼𢊻
邇	趰迩𬤾
邊	边辺𫟪
邳	𨚀𨚸𨛧
郀	𨚛𨚤𨜆
郄	𠜗𨚷𨛠
郊	𨚃𨚅𨞟
郐	鄶𨞡𨞤
郑	鄭𨜟𨞀
郛	垺𡎽𡏪
郦	酈𨜥𨼓
鄑	𨝶𨟕鄑
鄗	䣗䧚𨛴
鄜	𨝧𨞻𨟤
鄝	𨝷𨝼𨟆
鄢	傿𨻳𫑚
鄦	𨝬𬪡𰻡
鄩	𨝻𨟌𬩽
鄪	𨚓𨚭𰻳
鄬	䧦𰻥𰻦
鄭	郑𬯚𬴤
鄰	邻𬖨𬖿
鄸	𨞯𨟁𨟒
鄹	郰𨝮𨞮
酈	郦𨟫𮠑
酋	𦵩𮠖𮠚
酩	佲茗𠋶
酪	嗠酪𠄇
酿	醸釀𰼃
醊	腏䄌𭿁
醐	𨠀𨠂𨡷
醛	酫𨡸𨢬
醟	蒏𦟴𨠕
醪	𨣃𫃑𮡄
醬	酱醤𨡰
釆	𠂠𤓳⾤
釉	泑𢩃𥑤
里	裏里⾥
釜	釡鬴𨥏
鈠	𥍟𨦯𨱁
鉶	铏鉶𨦿
銐	𨦙𨧳𨨬
銙	𨨆𩊓𰽴
錅	鏫鑗𨬏
錫	钖锡𬬏
録	录錄錄
鍊	錬鍊𫔀
鍋	锅𪭌𬫚
鍚	钖𩋬𬬍
鎗	鏿鑓𬬰
鎣	蓥𦹦𫒽
鏉	𢑶𢑻𨱒
鏏	𨯚𫴤𬭬
鏖	鏕㩠䥝
鏘	锵𤨿𨫥
鐯	䦃𣃈𨮿
鐸	鈬铎𫒷
鑈	鿭𨯖𨯡
鑋	𨮫𬬆𰼻
鑑	𨯿𨰹𰾫
鑘	𥤐𨯔𰿄
鑡	𨮷𬭔𮣁
鑢	䥨𬬚𮣶
鑪	鈩𬬻𰼥
鑰	钥𨷲𮯘
鑽	鑚钻𰿆
钐	釤鐥䥇
钓	釣鈟魡
钕	釢釹𫒈
钗	釵𧢷𰴠
钝	鈍䤜𫒇
钟	鈡鍾鐘
钥	鑰𫓂𰢙
钦	欽𣣽𰙓
铃	鈴鈴𬫦
铅	鈆鉛鍂
铆	鉚𨧋𮡯
铔	錏鐚𨨙
铨	硂銓𨩳
铩	鎩𨦅𨭝
银	銀𨧏𰫤
链	鍊鏈䃛
锈	銹鏥鏽
锡	錫㒪𠑳
锣	鑼𨩡𨯤
锦	錦鏱䃇
锱	錙鍿𨪲
锵	鏘𢐓𨪙
锸	鍤𨪸𨪺
锽	鍠𨨌𨪽
镖	鏢𨯺𨰐
镗	搪鏜𨲗
镛	銿鏞𨨂
镜	鏡䤳𰽟
镠	鏐𨦰𩗩
镣	鐐𨭼𰽄
镦	鐓𨰮𨰯
镫	鐙𨭕𩍐
镵	鑱䤫𨩯
門	门𨳇⾨
